Title,Description,Quantity Required,Unit,Quotes Left,Location,Buyer Name,Experienced Buyer,Complete Order via RFQ,Typical Replies,Interactive User,Email Status,Buyer Profile,Posted Time,Inquiry Url
Metal Mini Lathe 220x750 Euro Insert 220V,"how much the delivery cost to Abu Dhabi,United Arab Emirates Motor Power:750W Name:Mini Metal Lathe Max.Swing Diameter(mm):300 mm type:Horizontal structure:Flat Bed Lathe machining capacity:Heavy Duty...",1,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Moisturizing and Lasting Hydrating and Shiny Lip Color,I NEED 15 QUANTITY JUST FOR START Plastic Type:Melamine Metal Type:Aluminum Function:Moisturizing Nourishing Lip Care use:Lips main ingredient:Vitamin E main ingredient:Collagen ingredient:Mineral ...,15,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Custom Brass Cosmetic Charms,We are looking to purchase custom brass charms for a jewelry project.The charms should be themed around cosmetics as depicted in the reference photos. Product specifications: â¢ Material:Brass ...,300,pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Maca Man Power Plus Capsule Forever Multi Maca Plus Pill Energy Capsules Vitality Pills Max Energy ...,"Hi,I'm interested in this product. product:Maca man power plus capsule forever multi maca plus pill energy capsules vitality pills max energy maca capsules Function:Providing Energy ...",258025,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Used Casual Clothes,"We are looking to purchase high-quality used clothes for casual wear.Product specifications:• Style: Casual• Material: Cotton, fabric...",50,piece,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Juslife portable neck fan pro 100 speed 5000mah FA45,"Usage:Women Men Travel Camping Outdoor Office Personal Function:1-100 Speed LED Display 2000mAh Air Cooling Usb Rechargeable Fan Logo:Customer Logo Accepted Advantage 01:2000mAh rechargeable battery,...",60,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Crankcase Vent Valve,53032940AB What is the best price you can offer?,100,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
"Labubu Fashion Toys(Shenzhen)Co.,Ltd.","I'm looking for Labubu Fashion Toys(Shenzhen)Co.,Ltd. Also: 1 set of macarons V1 1 set big into energy 1 set cocacola 1 zimono medium size labubu",3,set/sets,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
ergonomic wireless mouse,"Vertical Mouse,Rechargeable 2.4G Wireless Ergonomic Mice with USB Receiver,6 Buttons and 3 Adjustable DPI 800/1200/1600,White",1000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
WiFi Signal Booster,We are looking to purchase a WiFi signal booster to enhance our internet connectivity.Product specifications:• WiFi standard: 802.11n• Features:...,25,piece/pieces,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Pussy Sex Toy Male Sex Toys Sex Doll for Men 3d Love Doll,مرحبًا، لدي اهتمام بهذه المنتجات اريد الدمية حالياً . كم سيستغرق الشحن إلى بلدي؟product: Pussy Sex Toy Male Sex Toys Sex Doll For Men 3d Love Doll ...,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
2015 Toyota Avalon Limited,I am looking for a 2015 Toyota Avalon Limited. Product specifications: â¢ Steering:Left â¢ Emission Standard:Euro IV â¢ Month:3 â¢ Mileage:50001-75000 Miles â¢ Maximum Power(Ps):...,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Power Banks&Portable Power Stations,We are looking to source power banks and power stations for our e-commerce platform.These products are in high demand due to their utility in providing portable charging solutions. ...,17,piece/pieces,Quotes Left1,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Digital Cameras and Lenses,We are looking to purchase a variety of digital cameras along with specific lenses. This request is part of our effort to upgrade our photography equi...,44,hertz,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Wedding Roll Top Chaffing Gold Marmite Chauffante Service Traiteur Food Warmer Buffet Catering ...,"Hi,I'm interested in this product. product:Food warmers buffet Name:Marmite Chauffante Buffet Material:Stainless steel 201 Dimension:64x46x45cm Capacity:9L Usage:Restaurant&Hotel&Buffet ...",12,piece/pieces,Quotes Left1,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Modern Swivel Sofa Chair,I'm looking for Modern Swivel Sofa Chair. Product specifications: Â·feature:Extendable Â·material:Fabric Â·Description:Single Sofa Chair Furniture Â·specific use:Living Room Chair ...,2,piece/pieces,Quotes Left2,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Hot-selling Dmt Dimethyl Terephthalate Cas 120-61-6,"Hi,I'm interested in this product.How long will it take to ship to my country?product:Dmt 120-61-6 Dimethyl Terephthalate other name:DMT purity:99% CAS:120-61-6 MW:194.18 EINECS:204-411-8 ...",1,bag/bags,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Male Penis Enlarger Pump High Quality Hot Sale Penis Enhancement Pump,"Hi,I'm interested in this product.What is the best price you can offer?product:Breast pump enlarge with twin cup Electric Penis Vacuum Pump Penis Enlargement Penis Pump solingmed High Vacuum Penis ...",1,bag/bags,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Wellcore Pure Creatine Monohydrate,I'm looking for Wellcore Pure Creatine Monohydrate. Product specifications: Â·Main function:Muscle Support Â·Function:Improve Immunity Â·Dosage Form:Instant Powder Â·Applicable People:Men ...,1,gram/grams,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
European American Stylish High Street Fashion Casual Loose Sports Pants Niche Zipper Trouser Legs ...,"Hello,I hope this message finds you well.I am interested in purchasing men's clothing from your company.Could you please provide me with information on the payment methods you accept?...",1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
High-End Custom Recyclable Blank Cardboard Big Large Clothing Box Design and Printing Fold Packaging...,hi I need 200 piece for abaya brand i want the box to be black and written on it { ROQI) Keyword:Large Clothing Box Item:Packaging Boxes Color:Customized Color Feature:Durable Application:Packing ...,200,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Plastic Jars,I'm looking for Plastic Jars. Product specifications: Â·Plastic Type:PET Â·Feature:Disposable Eco Friendly Biodegradable Â·Industrial Use:Beverage Â·Use:Coffee Â·cap type:flip top,1000,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Hamza's Parrots Logo Design,"We require a professional logo design for our parrot breeding business.The uploaded image showcases our current logo,which consists of a stylized letter 'H' in a green circle,along with the text""...",6,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
"Fine Stud Earrings-925 Silver,Trendy,Gold Plated","We are looking to purchase fine stud earrings for various occasions such as anniversary,engagement,party,and wedding. Product specifications: â¢ Material:925 silver â¢ Style:Trendy ...",5,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
bloc de construction mosquée,"I need 8 pièces Mosque Al Aqsa, 8 pieces Mekka, 8 pieces masjid nabawi. Please see attached models.I want 24 pieces in total: 8 of each of the 3 me...",24,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Wholesale New Technology Solar Panel System for Home Solar Panel Kits Energy Solar Panel System,"Hi,I'm interested in this product.What is the best price you can offer?product:Solar energy system Usage:home OEM/ODM:Welcome advantage:7 days to shipping Features:Longtime to use ...",1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Screwdriver tool set,I'm looking for Screwdriver tool set. Product specifications: Â·tool includes:BIT Â·package:Other Â·dimensions:customized Â·Application:Tools Spare Parts Â·customized support:OBM,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Toyota Avalon Spoiler Auto Lip Spoiler Wing Spoiler for Toyota Avalon 2007 - 2011,مرحبًا، لدي اهتمام بهذه المنتجات. ما أفضل سعر يمكنك تقديمه؟ كم سيستغرق الشحن إلى بلدي؟product: Toyota avalon spoilerColor: actual measurementCa...,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
charging dock station,Similar to picture but need customization to support the radio dock including belt clip. Radio model HYTERA PNC360S. Currently the problem is we need to remove the clip,50,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
5G OLED Dual SIM Gaming Smartphones with Face Recognition and NFC,"We are looking to purchase high-end 5G smartphones for our business needs.Our goal is to acquire devices that support advanced features for enhanced connectivity,productivity,and entertainment. ...",1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
IPL Machine,"We are looking for suppliers to provide a brand new IPL machine for skin care purposes.Product specifications:• Wavelength: 532nm, 650nm, 755nm...",1,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
2015 Used Car Toyo-ta Reiz Mark X Elite Edition Sporty Sedan Second-Hand Toyotas Fuel Left Steering Deposit,مرحبًا، لدي اهتمام بهذه المنتجات.product: Toyota ReizVehicle Class: Compact sedanEnergy Type: GasolineLaunch Date: 2015Engine: 2.5L 193Ps L4...,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Wooden convertible bunk bed,I'm looking for Wooden convertible bunk bed. Product specifications: Â·mail packing:N Â·material:Wood Â·Design Style:Panel Furniture Â·type:Bed Â·application:Living Room,1,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Luxury Designer Famous Brands Clutch Bag Shinny Rhinestone Handbag Diamond Crystal Clutch Bags,"Hi,I'm interested in this product. product:Waterproof Nylon Travel Cosmetic Bag Eco Friendly Puffy Makeup Bag Custom Nylon Cloud Bag Pattern Type:CANDY closure type:zipper style:Fashion ...",100,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
High-Quality PE Fishing Boat with 5-Year Warranty|Lightweight Durable Inflatable Boat for Outdoor ...,"Hi there!I'm considering purchasing water sports equipment from your company,and I wanted to inquire about the warranty period for your products.Could you please let me know how long the warranty ...",1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Portable Silicone Shampoo Refill Bottle 30ml 90 ML Travel Toiletry Cosmetic Bottles Set Travel Empty...,hello i wanted to know how shipping would be to the uae and could you do 100 peice orders as a trial and i am sure we will work together in the future and please what is the dilevery time ...,100,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Emay Hot Selling Rose Red Balloon Number 0-9 Candles Birthday Valentines Cake Decoration,"Hello,I would like 15-20 pieces per number Please advise and if you have any other candles. Name:Star Explosion Mylar Foil Balloons Color:Rose red Usage:Party Decoration OEM&ODM:Acceptable ...",100,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
New LED Complete Set Chicha Cachimba Kit Luminous Nargile Acrylic Hookah Portable Square Book Shisha...,Size:21.5*15.5*5.8CM Weight:950g Package:Gift Box Packaging Application:Home.Restaurant.Bar.Hotel. OEM/ODM:Welcomed Customized Feature:Portable+Easy Function:Sheesha Chicha Narguile ...,2,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Customized 10 Person First Aid Kit for Camping for Emergency Medical Supplies&Emergency Kit,hi sir I am interested in this but I want to write same words in arabic language I need 250 boxes Color:red Application:Emergency Rescue Size:19.5*7.5*12cm Logo:Accept Customized Logo ...,250,box/boxes,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Brevilles BES990BSS Fully Automatic Espresso Machine Oracle Touch Coffee Machine,"Hi,I'm interested in this product.BES990BSS IS IT NEW NEVER USED IS IT 240v or 110.how much what shipping option do you provide how much?do have DDP shipping thanks place of origin:PH",2,unit/units,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
ebox 2.0 e-bike,I'm looking for Ebox. Product specifications: Â·Battery:48V 13ah 18ah 20ah 27ah Â·Gears:7 Speed Â·Frame Material:Steel Â·Wheel Size:20 Â·Max Speed:30-50Km/h,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Easy-Pull PVC Telescopic Buckle Stretchable Access Control Badge Clip Custom Brand LOGO for Doctor ...,"Usage:ID Card Badge Holder Material:PVC Color:Black,White,Red,Blue or Custom Color Logo:Customized Logo Accept Accessories:PVC Clip Size:Custom Size Feature:Portable Carrying Type:Badge Holder",500,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Bride and Groom Resin Wedding Decoration Dessert Table Cake Decoration Wedding Souvenir Wedding Doll...,Hi there!I'm interested in purchasing some kitchenware from your company.Could you please let me know the estimated delivery time for orders within my country?Thank you for your assistance!...,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Thorn,Can you do the drawing 3D?,100,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Hot Sale Specialty Pet Products Scent Branding Smoke Odor Control Pet Organic Soya Candles Pet Odor ...,"I am looking for soy candle with enzymes which good to remove cocking smell,marihuana and weed,pipe,smoke and pet odor.no allergen(USA&CANADA) feature:nice scent size:Dia8.3*H10.5cm ...",500,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Lotus Biscoff Spread 400g FOR SALE,I'm looking for Lotus Biscoff Spread 400g FOR SALE. Product specifications: Â·Origin:Germany Â·Variety:Crisp biscuits Â·Product Type:Biscuit Â·Cookie filling material:Ordinary type ...,100,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Solar power station,I'm looking for Solar power station.Product specifications:·Battery Capacity: 240Wh·Power Source: Solar Panel·Battery Type: Lithium Ion·Cont...,1,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Large Electric Flowers Led Open and Close Lighting Automatically Mechanical Kinetic Lifting Flower ...,Hi we need similar custom lights.with an array of 16 leds.of 4 x 4.each led needs this custom flower opening and closing with custom words cutout on each.so when it opens and lights up.the word is ...,16,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
